QTYRANK,DOLLARRANK,INDEX,ITEM CODE,DESCRIPTION,PRICE,VENDOR,Month,CreativeTeam,Writer,InteriorArtist,CoverArtist,WriterIsArtist,WriterIsCoverArtist,ArtistIsCoverArtist,Volume,CreatorOwned
95,202,1.22,APR160803,MONSTRESS,9.99,Image,2017-03-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
96,17,1.21,JAN170824,EAST OF WEST THE APOCALYPSE YEAR TWO,49.99,Image,2017-03-01,(W) Jonathan Hickman (A/CA) Nick Dragotta,Jonathan Hickman,Nick Dragotta,Nick Dragotta,False,False,True,1.0,True
96,90,1.21,JUL151482,RICK & MORTY,19.99,Oni,2017-03-01,(W) Zac Gorman (A) Marc Ellerby (A/CA) CJ Cannon,Zac Gorman,"Marc Ellerby,CJ Cannon",CJ Cannon,False,False,True,1.0,False
98,37,1.2,DEC161113,EXCALIBUR EPIC COLLECTION,39.99,Marvel,2017-03-01,(W) Various (A) Various (CA) Alan Davis,Various,Various,Alan Davis,False,False,False,1.0,False
99,139,1.2,APR130443,SAGA,14.99,Image,2017-03-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,2.0,True
100,86,1.19,NOV160961,CIVIL WAR II FALLOUT,24.99,Marvel,2017-03-01,(W) Various (A) Various (CA) Mike Del Mundo,Various,Various,Mike Del Mundo,False,False,False,1.0,False
1,4,5.23,JAN170376,BATMAN,16.99,DC,2017-04-01,"(W) Tom King (A) Mitch Gerads, Hugo Petrus (A/CA) Mikel Janin",Tom King,"Mitch Gerads, Hugo Petrus,Mikel Janin",Mikel Janin,False,False,True,2.0,False
2,8,4.21,DEC160056,HELLBOY INTO THE SILENT SEA,14.99,Dark Horse,2017-04-01,"(W) Mike Mignola, Gary Gianni (A) Gary Gianni (CA) Mike Mignola","Mike Mignola, Gary Gianni",Gary Gianni,Mike Mignola,False,False,False,1.0,True
3,12,3.71,JAN170850,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,7.0,True
4,11,3.44,JAN170383,SUPERMAN,16.99,DC,2017-04-01,"(W) Peter J. Tomasi, Patrick Gleason (A) Jorge Jimenez, Doug Mahnke, Jaime Mendoza, Trevor Scott, Mark Morales, Christian Alamy, Keith Champagne, Norm Rapmund (A/CA) Patrick Gleason, Mick Gray","Peter J. Tomasi, Patrick Gleason","Jorge Jimenez, Doug Mahnke, Jaime Mendoza, Trevor Scott, Mark Morales, Christian Alamy, Keith Champagne, Norm Rapmund,Patrick Gleason, Mick Gray","Patrick Gleason, Mick Gray",False,False,True,2.0,False
5,6,3.39,JAN170374,ALL STAR BATMAN,24.99,DC,2017-04-01,"(W) Scott Snyder (A) Declan Shalvey (A/CA) John Romita, Danny Miki",Scott Snyder,"Declan Shalvey,John Romita, Danny Miki","John Romita, Danny Miki",False,False,True,1.0,False
6,1,3.21,FEB170708,SAGA DLX ED,49.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,2.0,True
7,15,3.19,JAN170385,BATMAN,16.99,DC,2017-04-01,"(W) Scott Snyder, James TynionIV, Ray Fawkes, Tom King (A) Danny Miki, Riley Rossmo, Brian Level, Roge Antonia, Mikel Janin, Aco (A/CA) Greg Capullo","Scott Snyder, James TynionIV, Ray Fawkes, Tom King","Danny Miki, Riley Rossmo, Brian Level, Roge Antonia, Mikel Janin, Aco,Greg Capullo",Greg Capullo,False,False,True,10.0,False
8,17,2.93,JAN170380,JUSTICE LEAGUE,16.99,DC,2017-04-01,"(W) Bryan Hitch (A) Matthew Clark, Tom Derenick, Jesus Merino, Neil Edwards, Daniel Henriques, Andy Owens, Sean Parsons, Trevor Scott (CA) Tony S. Daniel, Sandu Florea",Bryan Hitch,"Matthew Clark, Tom Derenick, Jesus Merino, Neil Edwards, Daniel Henriques, Andy Owens, Sean Parsons, Trevor Scott","Tony S. Daniel, Sandu Florea",False,False,False,2.0,False
9,34,2.7,DEC160088,AVATAR LAST AIRBENDER,10.99,Dark Horse,2017-04-01,(W) Gene Luen Yang (A/CA) Gurihiru,Gene Luen Yang,Gurihiru,Gurihiru,False,False,True,15.0,False
10,22,2.62,JAN170381,RED HOOD & THE OUTLAWS,16.99,DC,2017-04-01,"(W) Scott Lobdell (A) Dexter Soy (CA) Giuseppe Camuncoli, Cam Smith",Scott Lobdell,Dexter Soy,"Giuseppe Camuncoli, Cam Smith",False,False,False,1.0,False
11,20,2.54,JAN170377,BATGIRL & THE BIRDS OF PREY,16.99,DC,2017-04-01,"(W) Julie Benson, Shawna Benson (A) Claire Roe, Roge Antonia (CA) Yanick Paquette","Julie Benson, Shawna Benson","Claire Roe, Roge Antonia",Yanick Paquette,False,False,False,1.0,False
12,21,2.5,JAN170378,GREEN ARROW,16.99,DC,2017-04-01,"(W) Ben Percy (A) Juan Ferreyra, Stephen Byrne (A/CA) Otto Schmidt",Ben Percy,"Juan Ferreyra, Stephen Byrne,Otto Schmidt",Otto Schmidt,False,False,True,2.0,False
13,30,2.38,JAN170382,SUPERMAN ACTION COMICS,14.99,DC,2017-04-01,"(W) Dan Jurgens (A) Patrick Zircher, Stephen Segovia, Art Thibert, Tom Grummett, Danny Miki, Mark Morales, Scott Hanna (CA) Clay Mann",Dan Jurgens,"Patrick Zircher, Stephen Segovia, Art Thibert, Tom Grummett, Danny Miki, Mark Morales, Scott Hanna",Clay Mann,False,False,False,2.0,False
14,25,2.33,JAN171111,BLACK PANTHER,16.99,Marvel,2017-04-01,"(W) Ta-Nehisi Coates, Jonathan Hickman (A) Various (CA) Brian Stelfreeze","Ta-Nehisi Coates, Jonathan Hickman",Various,Brian Stelfreeze,False,False,False,3.0,False
15,18,2.27,JAN170375,AQUAMAN,19.99,DC,2017-04-01,"(W) Dan Abnett (A) Philippe Briones, Scot Eaton, Wayne Faucher, Daniel Henriques (A/CA) Brad Walker, Andrew Hennessy",Dan Abnett,"Philippe Briones, Scot Eaton, Wayne Faucher, Daniel Henriques,Brad Walker, Andrew Hennessy","Brad Walker, Andrew Hennessy",False,False,True,2.0,False
16,31,2.26,FEB170725,WE STAND ON GUARD,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Steve Skroce,Brian K. Vaughan,Steve Skroce,Steve Skroce,False,False,True,1.0,True
17,19,2.2,JAN170379,GREEN LANTERNS,19.99,DC,2017-04-01,"(W) Sam Humphries (A) Julio Ferreira, Ronan Cliquet, Eduardo Pansica, Ed Benes, Jay Leisten, Cam Smith (CA) Joe Prado (A/CA) Robson Rocha",Sam Humphries,"Julio Ferreira, Ronan Cliquet, Eduardo Pansica, Ed Benes, Jay Leisten, Cam Smith,Robson Rocha","Joe Prado,Robson Rocha",False,False,True,2.0,False
18,28,2.18,JAN170402,WONDER WOMAN EARTH ONE,16.99,DC,2017-04-01,(W) Grant Morrison (A/CA) Yanick Paquette,Grant Morrison,Yanick Paquette,Yanick Paquette,False,False,True,1.0,False
19,10,2.01,JUL100692,WOLVERINE OLD MAN LOGAN,29.99,Marvel,2017-04-01,(W) Mark Millar (A/CA) Steve McNiven,Mark Millar,Steve McNiven,Steve McNiven,False,False,True,1.0,False
20,53,1.96,JUL120647,ART OF MARVEL STUDIOS,99.99,Marvel,2017-04-01,"(W) Matthew K. Manning, John Barber, John Rhett thomas (A/CA) Various","Matthew K. Manning, John Barber, John Rhett thomas",Various,Various,False,False,True,1.0,False
21,33,1.91,DEC161385,LUMBERJANES,14.99,Boom!,2017-04-01,"(W) Shannon Watters, Kat Leyh (A) Carey Pietsch (CA) Noelle Stevenson","Shannon Watters, Kat Leyh",Carey Pietsch,Noelle Stevenson,False,False,False,6.0,True
22,65,1.9,APR160803,MONSTRESS,9.99,Image,2017-04-01,(W) Marjorie M. Liu (A/CA) Sana Takeda,Marjorie M. Liu,Sana Takeda,Sana Takeda,False,False,True,1.0,True
23,69,1.82,AUG120491,SAGA,9.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,1.0,True
24,43,1.73,JAN170826,FIX,14.99,Image,2017-04-01,(W) Nick Spencer (A/CA) Steve Lieber,Nick Spencer,Steve Lieber,Steve Lieber,False,False,True,2.0,True
25,40,1.71,JAN171120,CAPTAIN AMERICA STEVE ROGERS,15.99,Marvel,2017-04-01,"(W) Nick Spencer (A) Jesus Saiz, Rod Reis (CA) Stephanie Hans",Nick Spencer,"Jesus Saiz, Rod Reis",Stephanie Hans,False,False,False,2.0,False
26,35,1.66,JAN171118,DEADPOOL WORLDS GREATEST,17.99,Marvel,2017-04-01,"(W) Michael Duggan (A) Matteo Lolli, Scott Koblish (CA) Tradd Moore",Michael Duggan,"Matteo Lolli, Scott Koblish",Tradd Moore,False,False,False,6.0,False
27,47,1.6,MAR160684,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,6.0,True
28,94,1.55,JAN160645,PAPER GIRLS,9.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Cliff Chiang,Brian K. Vaughan,Cliff Chiang,Cliff Chiang,False,False,True,1.0,True
29,93,1.55,DEC160767,SEVEN TO ETERNITY,9.99,Image,2017-04-01,(W) Rick Remender (A/CA) Jerome Opena,Rick Remender,Jerome Opena,Jerome Opena,False,False,True,1.0,True
30,16,1.52,JAN170392,FLASH BY MARK WAID,34.99,DC,2017-04-01,"(W) Mark Waid, Gerard Jones (A) Greg LaRocque, MD Bright, Phil Hester, Patrick Zircher, Claude St Aubin, Sal Velluto, Roy Richardson, John Lowe, Romeo Tanghal (CA) Ty Templeton","Mark Waid, Gerard Jones","Greg LaRocque, MD Bright, Phil Hester, Patrick Zircher, Claude St Aubin, Sal Velluto, Roy Richardson, John Lowe, Romeo Tanghal",Ty Templeton,False,False,False,2.0,False
31,42,1.52,JAN171110,BLACK WIDOW,17.99,Marvel,2017-04-01,"(W) Chris Samnee, Mark Waid (A/CA) Chris Samnee","Chris Samnee, Mark Waid",Chris Samnee,Chris Samnee,False,False,True,2.0,False
32,234,1.5,JUN120720,DEADPOOL,16.99,Marvel,2017-04-01,"(W) Daniel Way (A) Salva Espin, John McCrea (CA) Nick Bradshaw",Daniel Way,"Salva Espin, John McCrea",Nick Bradshaw,False,False,False,10.0,False
33,83,1.49,FEB172092,BORUTO,9.99,Viz,2017-04-01,"(W) Masashi Kishimoto, Ukyo Kodachi (A/CA) Mikio Ikemoto","Masashi Kishimoto, Ukyo Kodachi",Mikio Ikemoto,Mikio Ikemoto,False,False,True,1.0,True
34,51,1.43,APR130443,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,2.0,True
35,23,1.4,JAN170404,YOUNG JUSTICE,29.99,DC,2017-04-01,"(W) Peter David, Dan Curtis Johnson, Chuck Dixon, Mark Waid, Karl Kesel, Jay Faerber, Tom Peyer, Todd Dezago (A) Humberto Ramos, Mike McKone, Ale Garza, Craig Rousseau, Angel Unzueta, Roberto Flores, Joe Phillips, Cully Hamner, Amanda Conner, Ethan Van Sciver, Martin Egeland, Mark McKenna, Wayne Faucher, Paul Neary, Norm Rapmund, Sean Parsons, Jaime Mendoza, Jasen Rodriguez, Jimmy Palmiotti (A/CA) Todd Nauck, Lary Stucker","Peter David, Dan Curtis Johnson, Chuck Dixon, Mark Waid, Karl Kesel, Jay Faerber, Tom Peyer, Todd Dezago","Humberto Ramos, Mike McKone, Ale Garza, Craig Rousseau, Angel Unzueta, Roberto Flores, Joe Phillips, Cully Hamner, Amanda Conner, Ethan Van Sciver, Martin Egeland, Mark McKenna, Wayne Faucher, Paul Neary, Norm Rapmund, Sean Parsons, Jaime Mendoza, Jasen Rodriguez, Jimmy Palmiotti,Todd Nauck, Lary Stucker","Todd Nauck, Lary Stucker",False,False,True,1.0,False
36,60,1.39,JAN171107,CAGE,14.99,Marvel,2017-04-01,(W) Genndy Tartakovsky (A/CA) Genndy Tartakovsky,Genndy Tartakovsky,Genndy Tartakovsky,Genndy Tartakovsky,False,False,True,1.0,False
37,63,1.37,FEB172097,TOKYO GHOUL,12.99,Viz,2017-04-01,(W) Sui Ishida (A/CA) Sui Ishida,Sui Ishida,Sui Ishida,Sui Ishida,False,False,True,12.0,True
38,54,1.35,JAN171117,DEADPOOL MERCS FOR MONEYTP VOL 02 IVX,15.99,Marvel,2017-04-01,(W) Various (A) Various (CA) Iban Coello,Various,Various,Iban Coello,False,False,False,1.0,False
39,45,1.27,FEB171190,ARCHIE,17.99,Archie,2017-04-01,(W) Mark Waid (A/CA) Joe Eisma,Mark Waid,Joe Eisma,Joe Eisma,False,False,True,3.0,False
40,72,1.21,JAN170840,REVIVAL,14.99,Image,2017-04-01,(W) Tim Seeley (A/CA) Mike Norton,Tim Seeley,Mike Norton,Mike Norton,False,False,True,8.0,True
41,66,1.2,JAN171128,MOCKINGBIRD,15.99,Marvel,2017-04-01,"(W) Chelsea Cain, Brian Michael Bendis (A) Various (CA) Jo?lle Jones","Chelsea Cain, Brian Michael Bendis",Various,Jo?lle Jones,False,False,False,2.0,False
42,89,1.2,FEB171764,ATTACK ON TITAN,10.99,Kodansha,2017-04-01,(W) Isayama Hajime (A/CA) Isayama Hajime,Isayama Hajime,Isayama Hajime,Isayama Hajime,False,False,True,21.0,True
43,57,1.18,OCT160292,FLASH,17.99,DC,2017-04-01,"(W) Joshua Williamson (A) Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert (CA) Karl Kerschl",Joshua Williamson,"Carmine Di Giandomenico, Neil Googe, Felipe Watanabe, Andrew Currie, Oclair Albert",Karl Kerschl,False,False,False,1.0,False
44,46,1.18,NOV160062,BRIGGS LAND,19.99,Dark Horse,2017-04-01,(W) Brian Wood (A/CA) Mack Chater,Brian Wood,Mack Chater,Mack Chater,False,False,True,1.0,True
45,74,1.17,JAN140556,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,3.0,True
46,38,1.16,JAN170386,BATMAN LEGACY,24.99,DC,2017-04-01,"(W) Chuck Dixon, Alan Grant, Doug Moench (A) Jim Balent, Dave Taylor, Bob Smith, Stan Woch, Mike Wieringo, Bill Sienkiewicz, Jim Aparo (A/CA) Scott Hanna, Graham Nolan","Chuck Dixon, Alan Grant, Doug Moench","Jim Balent, Dave Taylor, Bob Smith, Stan Woch, Mike Wieringo, Bill Sienkiewicz, Jim Aparo,Scott Hanna, Graham Nolan","Scott Hanna, Graham Nolan",False,False,True,1.0,False
47,312,1.16,DEC130759,AMAZING SPIDER-MAN FAMILY BUSINESS OGN,24.99,Marvel,2017-04-01,"(W) Mark Waid, James Robinson (A) Werther Dell'Edera (A/CA) Gabriele Dell'Otto","Mark Waid, James Robinson","Werther Dell'Edera,Gabriele Dell'Otto",Gabriele Dell'Otto,False,False,True,1.0,False
48,80,1.11,OCT140644,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,4.0,True
49,67,1.11,OCT160291,BATMAN,16.99,DC,2017-04-01,"(W) Tom King, Scott Snyder (A) Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert (A/CA) David Finch","Tom King, Scott Snyder","Mikel Janin, Ivan Reis, Matt Batt Banning, Danny Miki, Sandra Hope, Scott Hanna, Joe Prado, Oclair Albert,David Finch",David Finch,False,False,True,1.0,False
50,84,1.1,JUL150565,SAGA,14.99,Image,2017-04-01,(W) Brian K. Vaughan (A/CA) Fiona Staples,Brian K. Vaughan,Fiona Staples,Fiona Staples,False,False,True,5.0,True
51,52,1.09,JAN171113,INVINCIBLE IRON MAN,19.99,Marvel,2017-04-01,(W) Brian Michael Bendis (A/CA) Mike Deodato,Brian Michael Bendis,Mike Deodato,Mike Deodato,False,False,True,2.0,False
52,106,1.08,SEP160815,PAPER GIRLS,12.99,Image,2017-04-01,(W) Brian K. Vaughan (A) Matt Wilson (A/CA) Cliff Chiang,Brian K. Vaughan,"Matt Wilson,Cliff Chiang",Cliff Chiang,False,False,True,2.0,True
53,9,1.06,JAN171098,AMAZING SPIDER-MAN,60.0,Marvel,2017-04-01,(W) Various (A) Various (CA) Gabriele Dell'Otto,Various,Various,Gabriele Dell'Otto,False,False,False,1.0,False
54,88,1.06,AUG168569,WALKING DEAD,14.99,Image,2017-04-01,"(W) Robert Kirkman (A) Stefano Gaudiano, Cliff Rathburn (CA) Dave Stewart (A/CA) Charlie Adlard",Robert Kirkman,"Stefano Gaudiano, Cliff Rathburn,Charlie Adlard","Dave Stewart,Charlie Adlard",False,False,True,27.0,True
55,26,1.05,FEB171675,ROUGHNECK,29.99,Gallery 13,2017-04-01,(W) Jeff Lemire (A/CA) Jeff Lemire,Jeff Lemire,Jeff Lemire,Jeff Lemire,False,False,True,1.0,True
56,71,1.03,JAN171106,CARNAGE,17.99,Marvel,2017-04-01,(W) Gerry Conway (A) Mike Perkins (CA) Mike Del Mundo,Gerry Conway,Mike Perkins,Mike Del Mundo,False,False,False,3.0,False
57,62,1.02,FEB140265-M,WATCHMEN,19.99,DC,2017-04-01,(W) Alan Moore (A/CA) Dave Gibbons,Alan Moore,Dave Gibbons,Dave Gibbons,False,False,True,1.0,False
58,50,1.0,DEC161370,MIGHTY MORPHIN POWER RANGERS PINK,19.99,Boom!,2017-04-01,"(W) Brenden Fletcher, Ben Thompson, Tini Howard (A) Daniele Di Nicuolo (CA) Babs Tarr","Brenden Fletcher, Ben Thompson, Tini Howard",Daniele Di Nicuolo,Babs Tarr,False,False,False,1.0,False
59,693,1.0,DEC110738,MARVEL UNIVERSE AVENGERS UNITED DIGEST,9.99,Marvel,2017-04-01,"(W) Paul Tobin, Eugene Son, Joe Caramagna, Jeff Parker (A) Ronan Cliquet, Wesley Craig, Kevin Sharpe, Manuel Garcia (CA) Aaron Lopresti","Paul Tobin, Eugene Son, Joe Caramagna, Jeff Parker","Ronan Cliquet, Wesley Craig, Kevin Sharpe, Manuel Garcia",Aaron Lopresti,False,False,False,1.0,False
60,160,0.99,JAN171102,COLOR YOUR OWN GUARDIANS OF GALAXY,9.99,Marvel,2017-04-01,(W) Various (A) TBD (CA) Nick Bradshaw,Various,TBD,Nick Bradshaw,False,False,False,1.0,False
61,95,0.97,DEC160108,ALIENS LIFE AND DEATH,14.99,Dark Horse,2017-04-01,(W) Dan Abnett (A) Moritat (CA) David Palumbo,Dan Abnett,Moritat,David Palumbo,False,False,False,1.0,False
62,27,0.97,JAN171123,CAPTAIN AMERICA EPIC COLLECTION,39.99,Marvel,2017-04-01,(W) Various (A) Various (CA) Mike Zeck,Various,Various,Mike Zeck,False,False,False,1.0,False
63,7,0.96,OCT161001-M,MMW CAPTAIN AMERICA,75.0,Marvel,2017-04-01,(W) Various (A) Various (CA) Gil Kane,Various,Various,Gil Kane,False,False,False,9.0,False
64,5,0.95,OCT160997,DAREDEVIL BY BRUBAKER AND LARK OMNIBUS,100.0,Marvel,2017-04-01,"(W) Ed Brubaker (A) Michael Lark, Various (CA) Marko Djurdjevic",Ed Brubaker,"Michael Lark, Various",Marko Djurdjevic,False,False,False,1.0,False
65,3,0.95,NOV160327,BATMAN KNIGHTFALL OMNIBUS,99.99,DC,2017-04-01,"(W) Chuck Dixon, Doug Moench, Alan Grant (A) Graham Nolan, Jim Aparo, Norm Breyfogle, Mike Manley, Tom Mandrake, Tom Grindberg, Michael Netzer, Jim Balent, Klaus Janson, Bret Blevins, Eduardo Barreto, Trevor Scott, Bob Wiacek, Joe Rubenstein, Dick Giordano, Rick Burchett, Scott Hanna, Terry Austin, Luke McDonnell (CA) Kelley Jones","Chuck Dixon, Doug Moench, Alan Grant","Graham Nolan, Jim Aparo, Norm Breyfogle, Mike Manley, Tom Mandrake, Tom Grindberg, Michael Netzer, Jim Balent, Klaus Janson, Bret Blevins, Eduardo Barreto, Trevor Scott, Bob Wiacek, Joe Rubenstein, Dick Giordano, Rick Burchett, Scott Hanna, Terry Austin, Luke McDonnell",Kelley Jones,False,False,False,1.0,False
66,100,0.94,JAN171112,SCARLET WITCH,15.99,Marvel,2017-04-01,(W) James Robinson (A) Various (CA) David Aja,James Robinson,Various,David Aja,False,False,False,3.0,False
67,29,0.93,JAN170418,FABLES DELUXE,39.99,DC,2017-04-01,"(W) Bill Willingham (A) Mark Buckingham, Steve Leialoha, Andrew Pepoy, Russell Braun, Barry Kitson, Gary Erskine (CA) Dan Dos Santos",Bill Willingham,"Mark Buckingham, Steve Leialoha, Andrew Pepoy, Russell Braun, Barry Kitson, Gary Erskine",Dan Dos Santos,False,False,False,14.0,True
68,92,0.93,JAN170403,WONDER WOMAN WHO IS WONDER WOMAN,16.99,DC,2017-04-01,"(W) Allan Heinberg (A) Gary Frank, Jonathan Sibal (A/CA) Rachel Dodson, Terry Dodson",Allan Heinberg,"Gary Frank, Jonathan Sibal,Rachel Dodson, Terry Dodson","Rachel Dodson, Terry Dodson",False,False,True,1.0,False
69,171,0.93,DEC160774,SNOTGIRL,9.99,Image,2017-04-01,(W) Bryan Lee O'Malley (A/CA) Leslie Hung,Bryan Lee O'Malley,Leslie Hung,Leslie Hung,False,False,True,1.0,True
70,136,0.92,JAN170397,SCOOBY DOO TEAM UP,12.99,DC,2017-04-01,(W) Sholly Fisch (A/CA) Dario Brizuela,Sholly Fisch,Dario Brizuela,Dario Brizuela,False,False,True,3.0,False
71,156,0.92,FEB172093,YU GI OH ARC V,9.99,Viz,2017-04-01,"(W) Shin Yoshida, Kazuki Takahashi, Masahiro Hikokubo (A/CA) Naohito Miyoshi","Shin Yoshida, Kazuki Takahashi, Masahiro Hikokubo",Naohito Miyoshi,Naohito Miyoshi,False,False,True,1.0,True
72,70,0.91,FEB170714,STREET ANGEL AFTER,19.99,Image,2017-04-01,"(W) Brian Maruca, Jim Rugg (A/CA) Jim Rugg","Brian Maruca, Jim Rugg",Jim Rugg,Jim Rugg,False,False,True,1.0,True
73,91,0.89,NOV070226,BATMAN THE KILLING JOKE SPECIAL ED,17.99,DC,2017-04-01,(W) Alan Moore (A/CA) Brian Bolland,Alan Moore,Brian Bolland,Brian Bolland,False,False,True,1.0,False
74,96,0.85,DEC160104,WORLD OF TANKS,16.99,Dark Horse,2017-04-01,"(W) Garth Ennis (A) Carlos Ezquerra, P. J. Holden (CA) Isaac Hannaford",Garth Ennis,"Carlos Ezquerra, P. J. Holden",Isaac Hannaford,False,False,False,1.0,False
75,56,0.85,JAN170393,JUSTICE LEAGUE OF AMERICA THE SILVER AGE,24.99,DC,2017-04-01,"(W) Gardner Fox (A) Mike Sekowsky, Bernard Sachs, Murphy Anderson (CA) Michael Cho",Gardner Fox,"Mike Sekowsky, Bernard Sachs, Murphy Anderson",Michael Cho,False,False,False,3.0,False
75,99,0.85,DEC161095,MARVELS GUARDIANS OF GALAXY PRELUDE,17.99,Marvel,2017-04-01,(W) Various (A) Various (CA) TBD,Various,Various,TBD,False,False,False,2.0,False
77,37,0.84,JAN171105,SECRET EMPIRE PRELUDE,34.99,Marvel,2017-04-01,(W) TBD (A/CA) TBD,TBD,TBD,TBD,False,False,True,1.0,False
78,117,0.84,NOV128157,WALKING DEAD,14.99,Image,2017-04-01,(W) Robert Kirkman (A) Cliff Rathburn (A/CA) Tony Moore,Robert Kirkman,"Cliff Rathburn,Tony Moore",Tony Moore,False,False,True,1.0,True
79,147,0.84,FEB171443,SPONGEBOB COMICS,10.95,United Plankton Pictures,2017-04-01,"(W) Stephen Hillenburg, Derek Drymon, Chris Duffy, David Lewman, Corey Barba, Robert Leighton, Scott Shaw, Chuck Dixon, Maris Wicks, James Kochalka, Scott Roberts, Julie Winterbottom, Israel Sanchez (A) Gregg Schigiel, Nate Neal, Jacob Chabot, Vincent DePorter, James Kochalka, Corey Barba, Israel Sanchez (CA) Jason Shiga","Stephen Hillenburg, Derek Drymon, Chris Duffy, David Lewman, Corey Barba, Robert Leighton, Scott Shaw, Chuck Dixon, Maris Wicks, James Kochalka, Scott Roberts, Julie Winterbottom, Israel Sanchez","Gregg Schigiel, Nate Neal, Jacob Chabot, Vincent DePorter, James Kochalka, Corey Barba, Israel Sanchez",Jason Shiga,False,False,False,1.0,False
80,107,0.83,JAN170388,BATMAN SUPERMAN,16.99,DC,2017-04-01,"(W) Greg Pak (A) Vicente Cifuentes, Cliff Richards, Yildiray Cinar, Howard Porter, Jackson Herbert (CA) Danny Miki (A/CA) Ardian Syaf",Greg Pak,"Vicente Cifuentes, Cliff Richards, Yildiray Cinar, Howard Porter, Jackson Herbert,Ardian Syaf","Danny Miki,Ardian Syaf",False,False,True,5.0,False
81,102,0.83,JAN171119,CAPTAIN AMERICA SAM WILSON,17.99,Marvel,2017-04-01,"(W) Nick Spencer, Mark Gruenwald (A) Various (CA) Marcos Martin","Nick Spencer, Mark Gruenwald",Various,Marcos Martin,False,False,False,4.0,False
81,61,0.83,JAN171100,STAR WARS SPECIAL EDITION,24.99,Marvel,2017-04-01,(W) Bruce Jones (A) Eduardo Barreto (CA) Dave Dorman,Bruce Jones,Eduardo Barreto,Dave Dorman,False,False,False,1.0,False
83,2,0.81,OCT160998,WAR OF KINGS PRELUDE,125.0,Marvel,2017-04-01,(W) Various (A) Various (CA) Stjepan Sejic,Various,Various,Stjepan Sejic,False,False,False,1.0,False
84,81,0.81,DEC160058,WITCHFINDER,19.99,Dark Horse,2017-04-01,"(W) Mike Mignola, Chris Roberson (A) Ben Stenbeck (CA) Julian Totino Tedesco","Mike Mignola, Chris Roberson",Ben Stenbeck,Julian Totino Tedesco,False,False,False,4.0,True
85,82,0.8,DEC160114,CONAN THE SLAYER,19.99,Dark Horse,2017-04-01,(W) Cullen Bunn (A) Sergio Fernandez Davila (CA) Lee Bermejo,Cullen Bunn,Sergio Fernandez Davila,Lee Bermejo,False,False,False,1.0,False
86,75,0.79,JAN170478,TMNT ONGOING,19.99,IDW,2017-04-01,"(W) Kevin Eastman, Tom Waltz (A) Mateus Santolouco (A/CA) Dave Wachter","Kevin Eastman, Tom Waltz","Mateus Santolouco,Dave Wachter",Dave Wachter,False,False,True,16.0,True
87,13,0.79,OCT161003,X-MEN LEGACY LEGION OMNIBUS,75.0,Marvel,2017-04-01,(W) Simon Spurrier (A) Various (CA) Mike Del Mundo,Simon Spurrier,Various,Mike Del Mundo,False,False,False,1.0,False
